id,PHT,kfold,GBDT_pred,KNN_pred,KRR_pred,linearSVR_pred,RF_pred,NuSVR_pred,SVR_pred,XGBoost_pred
373851,-0.707849063452063,0,0.1430716556676604,-0.2971600378111969,-0.10617556948110618,-0.19055288218152835,-0.06695154786923188,-0.03678061429877971,-0.04510445721968322,0.03818777
188064,0.11745902635254901,0,-0.07696108182330473,-0.7141371250886703,-0.22493252243506132,0.026545766875575208,-0.15221117491433706,-0.19725014408732489,-0.15042435161525686,-0.29858395
188374,-1.19910387881195,0,0.04211045680412582,0.13101765925648226,-0.2691242895963057,-0.2070018897263115,0.10668299915252412,0.07442584775337023,0.056030411031923036,0.27391455
187863,-0.550647522536899,0,0.5645507391149539,0.3752695534534191,0.5333812604117938,0.5148147550542057,0.3036256014525763,0.4760174620722669,0.4902500185737344,0.5690321999999999
187989,2.04317790256331,0,-0.2638223495986683,-0.2731868028216345,-0.4241726767095884,-0.3233430914380485,-0.2403724658389295,-0.20402198713422834,-0.1940603997881642,-0.086264804
190707,2.1021284804065,0,0.3082853810234987,0.31022741589976915,0.06200218924643507,0.1549769359999334,0.3455512939079889,0.4415680173799805,0.4544146632151211,0.23395291
284161,-0.020092321948218996,0,-0.33040968989462666,-0.05055012050053248,-0.7963590766779483,-0.6547309547454966,-0.11035079302840456,-0.4081500429535461,-0.3933272219057606,-0.46710232
190164,-0.020092321948218996,0,0.14202622837794854,0.09938084914730567,-0.11055048855699567,-0.011768565729717935,0.06470848592557771,0.15553666574214225,0.15974135442753873,-0.10461301
190160,-0.020092321948218996,0,-0.5424536395737026,0.07187057948715199,-0.8939274294329422,-0.6558127589388308,-0.43880554894263657,-0.5301888294094561,-0.4878584352800093,-0.50840324
187537,-0.707849063452063,0,-0.2722402030785986,0.026478634547898176,-0.33550486955468983,-0.3033931052445591,-0.01995540926900949,-0.0372886434935788,0.002001533648596468,-0.62685406
188633,1.7877253985761699,0,0.2443567528407632,0.36760597833380415,0.4224066783065794,0.5582789747955639,0.2365327574333015,0.3629712212225345,0.3540532571206528,0.17876776
374686,1.5126227019746297,0,-0.004588468252131779,0.0390547578211112,0.2027566353186572,0.15343895320938866,0.16264704147529202,0.0935758158611394,0.11614778663479645,0.08291094
190817,0.45151230079727395,0,-0.6636311128381804,-0.697630963292578,-0.2107527178226256,-0.2763654483684806,-0.550590619110172,-0.4405470044395832,-0.4408777290289533,-0.75321954
189958,-1.37595561234151,0,-0.2497873129920852,0.1705145464114176,-0.03120227992114621,-0.04648992319345768,-0.012412051322202298,-0.19273266964992108,-0.1368612716021595,-0.26788595
283777,-1.71000888678624,0,-0.03751163276898326,-0.6266937679546103,0.012858595926925176,0.015026914084645843,-0.2035352026026596,-0.2061647222729496,-0.19107888831350844,0.22440079
3624697,-0.020092321948218996,0,-0.17079664192437713,0.0007368822230398957,-0.004529622288863777,0.05700462666360444,0.002553447028926199,-0.1045051938257325,-0.06935541781866254,-0.12273756
283776,0.176409604195736,0,0.4595974794487908,0.14595180564342286,0.4739155734857263,0.3665529697126548,0.2908956703682584,0.2736222610803053,0.2603100842888957,0.08698561
373764,0.706964804784415,0,0.16638101205909964,0.005256426524350984,0.04821270054632976,0.1527608132000325,0.04349254339195991,0.0544465579720681,0.04564962362012899,0.08570804
375759,-0.3541455963929439,0,0.20188571487124046,0.10507940500548027,0.3528259123511788,0.3853098912041453,0.13360208364581208,0.21811950806326,0.1836511015806449,0.18574849999999998
188932,-1.1598034935831598,0,-0.2380387638880734,-0.3637741907739976,-0.13111043149130094,-0.0054084870484964786,-0.30854473418779066,-0.3452156908859169,-0.3342871192771941,-0.20228699
308007,-0.314845211164152,0,0.3832793025615257,0.23673569552192986,0.5701446515014617,0.5293409113963387,0.27862197887835666,0.5323571651731533,0.6032463009374248,0.26565364
190789,-0.609598100380085,0,0.426315872674274,0.2990268061095638,0.6837216152605095,0.6958233691119996,0.3280041438102885,0.4143320293142414,0.4111588751928844,0.29508948
188146,-0.530997329922503,0,0.03628389186142352,0.04160928286098275,0.3102059057215385,0.19322326155455932,0.007928456775596919,0.18663998316062835,0.19076399369129612,0.36685258
188157,-0.000442129333824614,0,0.33283624589431515,0.17660610612188002,0.4609403929496665,0.3399760176535488,0.11036238904730193,0.21404293152398973,0.17984316345431528,0.19154385
189027,0.648014226941229,0,0.20732145215048303,-0.3240808016929184,0.036077344086521634,0.1449929335919838,-0.1038707070760474,-0.11421924032117335,-0.05016622436967762,-0.13636808
190783,-0.020092321948218996,0,-0.266838709727927,-0.5233337548028889,0.18000475410799055,0.035443033075450096,-0.2167619519907619,-0.2526603176023481,-0.1427104681615899,-0.23799329
375500,-0.6488984856088771,0,-0.07992170425937607,-0.07255833622865522,0.0765595172342941,-0.06998615822152121,-0.045577401351413284,-0.03043385564511775,-0.011384971371371884,0.018118637
187493,1.7877253985761699,0,-0.003030649531361443,-0.6984169709971537,-0.3417065101106296,-0.4336579246688843,-0.07308175627499444,-0.10914202016445576,-0.17753285810112165,-0.035963815
375745,-0.4523965594649211,0,0.06349301771856583,-0.017341294982203808,0.14592208352810587,0.07172290679618548,0.00026379998621178053,0.0847328319933423,0.0813651698799563,-0.011842195
374533,0.589063649098042,0,0.10558317568087768,0.2035268700036017,0.3807743412471396,0.3729548198826806,0.22392174732845066,0.3736929041950066,0.3484936816729954,0.11591325
189229,-1.1205031083543702,0,0.2183384069873503,0.1209960610231402,0.27034724758755146,0.3258390992172848,0.22442525890215165,0.279292394912018,0.24439315085590485,0.31276550000000003
188899,-1.1205031083543702,0,0.5241831107197165,0.21354846823694387,0.6701081859634108,0.663859504527297,0.3995341121730241,0.5186355484983418,0.5582947901128035,0.58223665
283815,-1.25805445665514,0,-0.11082090773322123,0.06695803133355284,-0.2796196724758886,-0.3960745845631559,0.004921282465945011,-0.10921972612648873,-0.110512002548441,-0.10396181
190808,1.25717019798749,0,0.6246265646787648,0.34815228764555256,0.4360143677308699,0.3389909166139168,0.3861773568120896,0.4660511987384933,0.476377638155611,0.25031835
188909,-0.020092321948218996,0,-0.2230655221832924,-0.06410875340446542,-0.15828343081240348,-0.2993011246054664,-0.13308073545875487,-0.30979277496749064,-0.27032484111627697,-0.16475561
189301,-0.982951760053602,0,-0.3544094861135648,-0.3107186707151297,-0.4452556463523791,-0.3630464460611673,-0.3834622360463054,-0.4633457481219017,-0.42762177974246696,-0.3532031
188792,-1.94581119815898,0,0.18269371983884028,-0.003193156299839051,1.2958575363903575,1.0944304856560254,0.08693831347183187,0.4389753897770818,0.44894714780550504,0.09601895
2437378,-2.18161350953173,0,-0.09265541131036877,0.0740321006747355,-0.09175712878455757,-0.059119610431038326,-0.14380034405776346,-0.0844069068042955,-0.08965752490579627,-0.08764276
374740,-0.020092321948218996,0,0.09169680283732136,-0.03011392018156112,0.6082552177952394,0.4851206285315762,0.03618345352230798,0.14079114155381045,0.1805927856876015,0.2623066
283625,0.392561722954086,0,0.17903590124175825,0.03394570774136839,-0.06113037563532231,-0.08059819333648742,0.08602269511899431,0.0865733658558836,0.08457399344173927,0.2890882
283199,0.608713841712437,0,0.02286832553196661,0.1528293730584613,-0.2336413749265347,-0.13013250916117344,0.027025434007368617,0.05661881545511119,0.017013990879350783,-0.44161186
189107,-0.275544825935362,0,-0.19911342630204767,0.02313810180345101,-0.08166941527770177,-0.11586437679932747,0.02949702623100032,0.028085966525159826,0.011019752566428913,-0.16051434
375674,0.215709989424527,0,0.1234487460553498,0.08994875669239559,0.05354807292656005,0.1632903156562371,0.03428611465874707,0.034729639405989665,0.028229322170859505,0.2221458
187852,2.14142886563529,0,0.3133667348224258,0.16049294817807586,0.031276540603236924,-0.023657339849021013,0.09161884778510608,0.2567418532510481,0.18533879817547336,0.47309634
374567,0.274660567267714,0,0.6155450754718986,0.1673705155931139,1.3478294292601731,1.4545729088164217,0.14035689983119345,0.3926183098825185,0.3902108678046259,0.4415877
188429,1.45367212413145,0,0.3857037273171259,-0.04799559546066082,0.48057856359203294,0.20144951443563394,0.13270912480916175,0.20397837966936735,0.2201043472660792,0.23431969
373773,-0.17729386286338394,0,-0.9837309134100016,-0.7271062522141711,-1.045584325478682,-0.9609358760270076,-0.7658634500858563,-0.7803753008587417,-0.7624822331752639,-0.9035437
189287,0.235360182038922,0,-0.26179000798692514,-0.3295828556249495,-0.3533174343854668,-0.3079417547553109,-0.3522545283402106,-0.42698541722115263,-0.3776426447654561,-0.45896405
189225,0.392561722954086,0,0.17959969735537248,0.3581738858788944,-0.008000970815800201,0.2732522373070969,0.16727298646877992,0.16135606475796574,0.11781085831647127,0.277172
188156,-0.8847007969816241,0,0.2697087166532031,0.1813221523493349,0.3922022073565224,0.4089326500078324,0.13113700841844692,0.2474079413689179,0.21039222626171844,0.13553637
188316,-0.33449540377854803,0,0.14343510893314365,0.13828823052380895,-0.2857841982358451,-0.2516480522316386,0.006908328423283168,0.023009463673980438,-0.002004266168348909,-0.14999394
283515,-0.23624444070657,0,-0.016702258714800453,0.0478973444975893,-0.0689476324721241,-0.1981337558408559,0.07650990685989215,0.18456829448759826,0.17910466159628924,0.06747053
188526,0.45151230079727395,0,-0.30138993568579225,-0.29460551277132485,-0.7938890339774574,-0.5748678988893382,-0.13173903620140884,-0.2948639498518898,-0.22150142483129348,-0.16433375
374504,-0.0397425145626149,0,0.5585384945265304,0.22396307032257276,0.7895053470272444,0.9094350435183632,0.2490799155311988,0.5346974321318869,0.5869414182220083,0.445875
283892,-0.020092321948218996,0,-0.4294225135073651,-0.4097556414916832,-0.4668197047086125,-0.3952282639717537,-0.30619949514115874,-0.3134622241546264,-0.3174691602677123,-0.16545224
374699,0.11745902635254901,0,-0.13458560246132706,-0.2916579838791657,-0.31469275088041115,-0.2629549113973769,-0.08864044110042482,-0.18450654299162364,-0.15493179208964053,-0.061279695
374391,-1.06155253051118,0,0.4799286892064783,0.21354846823694387,0.3161999205773931,0.3658635012411363,0.4590246418731838,0.5420913060698302,0.6124570170812529,0.48593047
188818,-0.6292482929944809,0,-0.016094191499174224,0.2009723449637304,-0.0995968505562388,-0.06831279462277108,0.1948153721291111,0.17200364588082562,0.15250039147625893,0.13472071
188340,-0.020092321948218996,0,0.004573345333472131,0.02136958446815549,-0.29681260418388433,-0.08808863017968285,0.04425781592709566,-0.010150417808959922,-0.04653691044113549,0.24960595
375518,-0.020092321948218996,0,0.4244025684666591,-0.055659170580275114,0.3739379218984169,0.20095315010089398,0.1157948113865352,0.2848206793926333,0.292612624049439,0.27707729999999997
187820,0.4908126860260639,0,-0.038481302098931434,0.047504340645301256,-0.037058967745942084,-0.12610857867616926,0.03813311697322178,0.13574777254488068,0.13619524547751222,0.2928522
188401,-0.609598100380085,0,0.045515395989123165,-0.035026468335159815,0.11050431677059436,0.13651028648487862,0.021705522431856503,0.059594397290266325,0.0501535953094044,0.09837655
375895,0.196059796810131,0,-0.20342528068176702,-0.030310422107705112,-0.27442928803900196,-0.1603905141105098,-0.018503437341512125,-0.050617775881933565,-0.02087836915605261,-0.16437005
376000,-0.7274992560664592,0,0.08661114252527677,0.08523271046494069,0.18702484240397155,0.10522330203029168,0.07059814676262315,0.10348100072543548,0.11446402950577345,0.040636793
190129,-1.04190233789679,0,-0.4367482024746934,-0.3252598132497824,-0.28944387698285823,-0.30937597142228906,-0.39369753459000095,-0.4801805077382405,-0.44422954444972856,-0.53018796
2437287,-0.000442129333824614,0,-0.12527068438117805,-0.08533096142801246,-0.08888173423587631,-0.04114796044030662,-0.018438219803131508,-0.12649671227690734,-0.13994485478822705,0.085239016
375546,0.3336111451109,0,-0.14993726897624982,0.04377080404856624,-0.03977346338818677,0.01723617390201059,0.015496285041541304,0.046144748479991386,0.09748286989859424,-0.054077855999999994
187574,-2.14231312430294,0,-0.30944370304508856,-0.17277431856207234,-0.7327890343105494,-0.6592229647868398,-0.03198265521783473,-0.20835904249651,-0.19900730190959345,-0.1871287
188546,0.471162493411669,0,-0.06593273748540628,0.1907542448042449,-0.5453578117488931,-0.5829096275924285,-0.052528393184535775,-0.14692199077139845,-0.2232836556688525,-0.32745959999999996
189081,-2.39776562829008,0,-0.5479215650324506,-0.3191682535393197,-0.6163903781959519,-0.4833235919169886,-0.3881773588615964,-0.568290122276021,-0.5635950905826385,-0.7088269
283677,1.3750713536738601,0,0.4079877535506383,0.3369516778553476,-0.07818440584652109,-0.0009239705320539225,0.1918892053843376,0.27738677636650994,0.25639307705189857,0.39195690000000005
188328,1.5519230872034198,0,0.6455557050180104,0.4098538924547551,0.9977613520687924,1.1465798868949435,0.3219560124687778,0.5404892157395353,0.5610335423800201,0.19731222
373623,2.0628280951777103,0,0.09844430713466636,0.11372548975581424,0.2412708027219708,0.16351784212760542,0.1119286467969958,0.08373199941219328,0.120732122957765,0.3157138
