id,width,kfold,GBDT_pred,KNN_pred,KRR_pred,linearSVR_pred,RF_pred,NuSVR_pred,SVR_pred,XGBoost_pred
375994,0.5403208189834421,0,0.03554769950140193,0.4078509371034464,-0.023508901754325958,-0.04009241291048267,0.17517608249566266,0.04895390775636072,0.04787448600516095,0.14206113
187690,0.48907521670878096,0,0.41752630824432335,0.2290037851648849,0.3745054593954365,0.38523296196570617,0.29404753893922364,0.3128159445106182,0.3107576567195004,0.40848222
190669,-0.8433104424323629,0,-0.0915018054025574,-0.04541641501591615,-0.128047996012441,-0.2067429256272914,-0.13295711705755295,-0.105030615488182,-0.1027719275871283,-0.0035685822
283914,-0.22836321513645105,0,-0.11441367330405085,0.01735944777054151,0.11115155273998313,0.08338691743143291,-0.0641086580222796,-0.10980609494390063,-0.1082463862423261,-0.06126609
188436,1.71896967130061,0,0.14831740233898585,0.7901431300724059,0.15027457371479613,0.14599034709063805,0.21004758152490655,0.24063482118321985,0.2368284765065481,0.048764795
373850,0.18160160306082399,0,0.4969370100869529,0.4406481225592283,0.5039509414717429,0.5228448754374424,0.40913174200754254,0.488358686300925,0.4911891267096086,0.766922
319956,0.130356000786166,0,0.05159899421269512,0.15725994198036186,-0.04710930987225481,-0.09880001431437356,0.0654737493831837,0.08294277267611161,0.07229541012293425,0.21497275
375799,2.43640810314584,0,0.7955247095170982,1.1350260333808633,0.6867137042216314,0.8871948624409532,0.8512156501777894,0.9263804702197801,0.9250606812360664,1.1364357
375417,-0.22836321513645105,0,-0.07966726510009849,0.0921780270915442,-0.2264629583894475,-0.23279907894850796,0.00923749057466805,-0.11227480781988664,-0.1228256867825974,-0.15179004
187844,2.9488641258924297,0,2.0107872265814293,1.344876774695594,1.8834946896340623,1.8434396797408603,1.7847926023877898,1.867021634937147,1.8710324125227755,1.9932357
283157,-0.27960881741111,0,0.17945143357317642,-0.14739516354248852,0.20658277020538665,0.1809268597280744,0.005029714250132597,0.1025940812831394,0.09065746651835896,0.26504448
189696,-0.125872010587132,0,-0.0738565871919565,-0.17455533274805798,0.026818733819595764,0.03178385560952143,-0.1549583756628767,-0.08243774582377987,-0.07417663585923688,-0.10978787400000001
188876,0.0791103985115055,0,-0.05236906816519807,-0.1002492094498017,0.008950610600763298,0.15895779796948306,-0.14829742561630613,-0.11188028837963733,-0.11307554382121512,-0.066620424
283120,-1.0995384538056598,0,-0.7053849037026002,-0.9401646307314698,-0.9023447707294848,-0.8613642722914554,-0.6585444982002506,-0.6950801831010511,-0.7048809784338845,-0.6749364999999999
189039,-0.0233808060378135,0,-0.9463581636825724,-1.114399678465312,-0.4886767105612648,-0.5033175525115113,-0.7771326364546534,-0.6932795175664614,-0.6857887643759053,-0.799082
188765,0.6940576258074189,0,0.7635492881153931,0.4511534710255335,0.7151822273401081,0.6336600306329833,0.5896002301956921,0.6779283751715866,0.6818906296023982,0.75401205
188577,-1.86822248792555,0,-0.9767526785099558,-1.1210616067610175,-1.1698068641815669,-1.2053305966014851,-0.7583233847959111,-0.8007479203174446,-0.811176799354038,-1.0103643
188267,0.5403208189834421,0,0.8459908229743679,0.26615684681401275,0.5457743582527144,0.5078924598417018,0.6429871773755661,0.5884244172753641,0.5800168196962432,0.8561610000000001
375706,0.232847205335485,0,-0.08122331649975884,0.5621001999501712,-0.018586388513369908,-0.060016757624767485,0.22241684226534286,0.17085579195971073,0.16638983568312513,-0.061871487999999995
