id,SDS,kfold,LARS_pred
190707,-0.5637684988496421,0,0.6685055957949297
190138,0.328905871904284,0,-0.30280064892672853
308265,0.0313477483196424,0,0.05032212323337718
189629,1.37035930445053,0,0.7296689587828231
188500,0.7752430572812471,0,0.17328522327338589
283160,-0.5637684988496421,0,-0.03335518558142402
189766,1.22158024265821,0,0.7662951252397717
190184,0.180126810111963,0,-0.03144594711462364
374475,0.0313477483196424,0,0.7990003849752985
188282,-1.15888474601893,0,-0.3666274858951278
283978,-1.45644286960357,0,-0.41325125113197136
375706,-1.75400099318821,0,-0.10099879388477712
189138,0.328905871904284,0,-0.5392221679662104
374412,1.22158024265821,0,0.6213953540770171
376032,-0.8613266224342829,0,0.10979378234175738
284251,-1.6052219313958898,0,-0.692459057299823
190815,-1.90278005498053,0,-0.9997574969462211
190148,-1.75400099318821,0,-0.4038680194700566
188552,0.180126810111963,0,0.16228028637468733
283805,0.180126810111963,0,-0.055463946903329904
375020,-0.117431313472679,0,0.1848809855486557
187733,-0.41498943705732105,0,0.2099643954441252
374467,1.37035930445053,0,1.0142565178504486
187473,1.22158024265821,0,0.4202183076220544
187555,0.6264639954889261,0,-0.03288361452801571
188008,0.0313477483196424,0,0.007083188768281484
189042,0.328905871904284,0,0.21563957378909096
187973,1.0728011808658902,0,0.01703254270760474
188339,0.6264639954889261,0,-0.4626634460807963
283828,-2.79545442573446,0,-1.7659814739016966
189116,1.0728011808658902,0,0.9054820248398974
374183,0.328905871904284,0,-0.18117631668165776
190103,-1.0101056842266,0,0.2500363950028952
375977,-0.41498943705732105,0,0.1500291871081053
187957,-0.8613266224342829,0,0.31563584256885274
188378,-1.15888474601893,0,-0.2581402018192929
187989,1.22158024265821,0,0.2525458261603495
283825,-0.117431313472679,0,0.8902013186925173
189974,-1.45644286960357,0,-0.02256982540833531
190162,-1.30766380781125,0,-0.18253247099237704
374253,-1.30766380781125,0,-0.5408497906807636
187852,-1.15888474601893,0,-0.37761139788739917
374669,-1.75400099318821,0,0.15942840819745616
190817,-0.712547560641963,0,0.10882170679126424
375368,-1.6052219313958898,0,-0.60419355056688
283770,-1.6052219313958898,0,-0.3915694327821472
375954,-1.15888474601893,0,-0.40740929847591045
