id,Prot,kfold,LARS_pred
189201,0.128816917215845,0,0.2284022445354816
375697,0.498582018660674,0,-0.4075881252042704
190029,0.498582018660674,0,0.1764421538332127
188043,2.16252497516241,0,-0.26637422930415827
189003,-0.0560656335065715,0,0.2820822092435756
187707,0.498582018660674,0,0.03144108589911025
308269,0.22125819257705,0,0.1297677028776429
188979,0.313699467938259,0,0.04872430673907884
188872,0.22125819257705,0,0.07304778641247947
374174,0.4061407432994649,0,-0.1159651526237685
317953,-0.703154561035026,0,0.11324356983102132
187881,1.14567094618913,0,0.7796188797570682
283767,0.5910232940218829,0,0.8973428829306176
187669,-1.35024348856348,0,-0.3981384521920092
283158,0.683464569383089,0,0.07328866793203026
189023,0.22125819257705,0,0.3838992943212121
375590,-0.8880371117574399,0,-0.24399113029800196
188757,-0.980478387118648,0,0.02220652890126889
190000,0.128816917215845,0,0.3475348193058658
187714,-1.16536093784106,0,0.20303574167175265
187522,0.22125819257705,0,0.6179330248016406
336479,-0.425830734951402,0,-0.2210908372314377
188530,-0.8880371117574399,0,-0.7830462976134138
190163,1.14567094618913,0,0.5293445044823606
188029,-0.333389459590195,0,-0.15486873030560777
374037,-0.703154561035026,0,-0.422861463518737
187958,1.23811222155034,0,0.5665172807245997
187928,0.4061407432994649,0,0.02515730507938177
283300,0.960788395466712,0,0.38843644897368523
375746,-1.07291966247986,0,-0.793032836393099
189038,-0.7955958363962329,0,0.37874540998742146
375817,0.313699467938259,0,-0.3494119797371485
2436999,-0.0560656335065715,0,0.046535073999553825
283171,-0.703154561035026,0,-0.03944607465765239
283118,1.33055349691154,0,0.43539315425828795
374092,-0.5182720103126099,0,0.3865855356530036
187464,1.60787732299516,0,0.7004355168489202
284280,-0.0560656335065715,0,-0.23065332669057975
187718,0.683464569383089,0,0.395259885298273
375693,-0.333389459590195,0,-0.5471115123412653
187986,0.683464569383089,0,0.14780326595573867
189045,0.22125819257705,0,0.48426915673170384
187852,2.25496625052362,0,0.8004592940707957
189991,-0.610713285673817,0,-0.40677778803573067
375970,-1.07291966247986,0,-0.24512315251096456
187906,-0.7955958363962329,0,-0.7526111821264645
187574,-0.7955958363962329,0,0.05897140687991531
373656,0.8683471201055029,0,-0.109491652607446
188083,-0.980478387118648,0,-0.969286409595342
188197,-0.240948184228988,0,-0.4158759079060325
373850,1.42299477227275,0,-0.34475734004669906
284371,0.0363756418546358,0,0.17491438387259703
2437250,4.10379175774777,0,0.4787436432752603
2437244,1.42299477227275,0,-0.06074722760388529
283215,0.4061407432994649,0,0.4890909170428748
283774,0.683464569383089,0,0.9511623007361196
187803,-0.610713285673817,0,-0.059192797053975094
187980,-1.7200085900083102,0,0.26774714172888037
308265,0.128816917215845,0,-0.0938124333894105
283178,0.5910232940218829,0,0.37272393447659347
375467,-0.8880371117574399,0,0.36073087409981125
373980,-0.980478387118648,0,-0.1184020827514694
284319,-0.333389459590195,0,-0.36044941104877243
187812,-0.980478387118648,0,0.18725992237037808
283633,-0.14850690886777898,0,-0.3623260162532776
189002,-0.0560656335065715,0,0.2721598882159394
188494,0.498582018660674,0,0.07156824130233833
187637,-0.8880371117574399,0,-0.11676069946519538
187978,1.33055349691154,0,0.5199821252695664
189760,1.05322967082792,0,0.12372028880418362
188231,0.22125819257705,0,-0.3795138692897211
375608,-0.610713285673817,0,-0.6008505930307699
187700,-0.333389459590195,0,0.5781381406484645
188636,-1.07291966247986,0,-0.7248986859845115
187591,-0.980478387118648,0,-0.0487472351042945
374467,1.23811222155034,0,0.49737680516505367
189754,0.313699467938259,0,0.48610270866705485
188982,0.8683471201055029,0,0.5849270131189477
187838,0.498582018660674,0,0.6216543915608259
189957,0.4061407432994649,0,0.8552671960279181
375454,-0.703154561035026,0,0.1520151747183886
375674,-0.980478387118648,0,-0.6863638309397089
189244,0.5910232940218829,0,0.33640569739527526
188170,-0.425830734951402,0,-1.0207514738274874
188246,-2.18221496681435,0,-1.8114059675329577
188048,-0.703154561035026,0,-0.25341306813292025
188369,-1.07291966247986,0,-0.45812240976025614
189320,1.23811222155034,0,0.453443937463626
190783,-0.8880371117574399,0,-0.5888802407284448
374339,0.0363756418546358,0,0.3939232742150393
318174,0.0363756418546358,0,0.016398405538516646
187671,-0.14850690886777898,0,0.30148280362629315
375634,-0.980478387118648,0,-0.5261607098404106
308212,1.79275987371758,0,0.5348007870412732
375243,0.960788395466712,0,-0.2767109168001926
374655,-0.240948184228988,0,0.0021372069706729543
374956,-0.240948184228988,0,-0.09106843124856716
187904,-0.8880371117574399,0,-0.33275185266635626
374694,0.683464569383089,0,-0.018021450182349186
188325,-0.425830734951402,0,-0.08153819873540191
188669,-0.14850690886777898,0,0.4713917097302251
2437263,0.0363756418546358,0,0.04260184930348197
187500,-0.7955958363962329,0,-0.2656845053219128
187778,0.128816917215845,0,-0.24780082814425686
