id,PHT,kfold,LARS_pred
373851,-0.707849063452063,0,0.133957653070278
188064,0.117459026352549,0,-0.11490977064679554
188374,-1.19910387881195,0,0.04226527917350023
187863,-0.550647522536899,0,0.5861147913341129
187989,2.04317790256331,0,-0.3058259719162219
190707,2.1021284804065,0,0.3698037088581849
284161,-0.020092321948219,0,-0.2524937506716151
190164,-0.020092321948219,0,0.21592239070037966
190160,-0.020092321948219,0,-0.4771032202740267
187537,-0.707849063452063,0,-0.18425205384503218
188633,1.78772539857617,0,0.2778851200471088
374686,1.5126227019746297,0,-0.035934727758495356
190817,0.451512300797274,0,-0.7504223808844345
189958,-1.37595561234151,0,-0.2312421119581139
283777,-1.71000888678624,0,-0.1756287569656529
3624697,-0.020092321948219,0,-0.18623062234731083
283776,0.176409604195736,0,0.5196886155710889
373764,0.706964804784415,0,0.1834908489219012
375759,-0.3541455963929439,0,0.19379077906304176
188932,-1.1598034935831598,0,-0.29139421663620185
308007,-0.314845211164152,0,0.3981454221151567
190789,-0.609598100380085,0,0.4442361458698018
188146,-0.530997329922503,0,-0.04851258468871377
188157,-0.000442129333824614,0,0.35081356465560504
189027,0.648014226941229,0,0.23049747677511287
190783,-0.020092321948219,0,-0.3731150364134881
375500,-0.6488984856088771,0,-0.12110680271281524
187493,1.78772539857617,0,-0.06461580020225739
375745,-0.4523965594649211,0,0.06175688559399516
374533,0.589063649098042,0,0.09953029999961431
189229,-1.1205031083543702,0,0.20034342357564774
188899,-1.1205031083543702,0,0.5001102021982202
283815,-1.25805445665514,0,-0.08484330697210603
190808,1.25717019798749,0,0.7223108311135209
188909,-0.020092321948219,0,-0.2398528661728672
189301,-0.982951760053602,0,-0.3707054077960502
188792,-1.94581119815898,0,0.08440888802463634
2437378,-2.18161350953173,0,-0.07975946841064198
374740,-0.020092321948219,0,0.001737162093788257
283625,0.392561722954086,0,0.1736839311802929
283199,0.608713841712437,0,0.150980333109064
189107,-0.275544825935362,0,-0.20502052017998573
375674,0.215709989424527,0,0.11708662153858114
187852,2.14142886563529,0,0.3123736885572
374567,0.274660567267714,0,0.5717373219381429
188429,1.45367212413145,0,0.3730374499391437
373773,-0.17729386286338394,0,-1.0407210129932838
189287,0.235360182038922,0,-0.24940733115156755
189225,0.392561722954086,0,0.21986316289114494
188156,-0.8847007969816241,0,0.29256971757172356
188316,-0.33449540377854803,0,0.24629516445220903
283515,-0.23624444070657,0,-0.02322234520977249
188526,0.451512300797274,0,-0.30554418804971545
374504,-0.0397425145626149,0,0.5594428993732691
283892,-0.020092321948219,0,-0.5086654761100935
374699,0.117459026352549,0,-0.165590346139006
374391,-1.06155253051118,0,0.49633264443011804
188818,-0.6292482929944809,0,-0.009198901889551773
188340,-0.020092321948219,0,-0.009805941243922823
375518,-0.020092321948219,0,0.4222569319997397
187820,0.4908126860260639,0,-0.09379501405910266
188401,-0.609598100380085,0,0.021480762825776455
375895,0.196059796810131,0,-0.19773530345476947
376000,-0.7274992560664592,0,0.09056185509699774
190129,-1.04190233789679,0,-0.45588148245883875
2437287,-0.000442129333824614,0,-0.17334195225296378
375546,0.3336111451109,0,-0.16441288887448485
187574,-2.14231312430294,0,-0.3017852962333671
188546,0.471162493411669,0,0.05298098605796341
189081,-2.39776562829008,0,-0.526595606602583
283677,1.37507135367386,0,0.478495877644664
188328,1.5519230872034198,0,0.7185975485197775
373623,2.0628280951777103,0,0.05337251131253313
187791,0.353261337725296,0,-0.2925194098163396
190711,0.549763263869251,0,0.5245805071094952
188545,-0.020092321948219,0,-0.012313604688885035
189077,-0.020092321948219,0,-0.18906095129707617
189455,-0.020092321948219,0,-0.11326142323053273
188320,-2.39776562829008,0,-1.113187815505581
375640,-0.6292482929944809,0,0.006029454297963194
375576,-0.491696944693713,0,-0.039566235983696706
284334,-1.1205031083543702,0,-0.25536683699528995
373734,0.6283640343268331,0,0.22069247222923347
374472,0.451512300797274,0,0.6962316593002731
188254,-0.118343285020197,0,-0.12348078208429142
375504,0.3336111451109,0,0.09086519112602046
190071,0.038858255894967,0,0.19293267282246673
190157,-1.29735484188393,0,0.24589638837714164
373770,-0.865050604367228,0,-0.0694420538974891
188825,1.7484250133473798,0,0.29650915648333903
188405,0.8445161530851841,0,0.0907330290555225
187475,1.6501740502754,0,-0.5186433735578292
189059,-0.020092321948219,0,0.026943406145702106
283721,-0.118343285020197,0,-0.3589224794090493
187971,-0.432746366850526,0,-0.38913977017026213
189116,-0.19694405547778,0,-0.3858682769629158
283774,-0.8061000265240409,0,-0.20371308053461326
283755,-0.0790428997914065,0,0.5518817943068066
373725,-0.19694405547778,0,-0.5390249270485908
375682,0.3336111451109,0,0.24744141165073386
189851,2.1217786730208896,0,-0.043650990552625675
374697,0.982067501385952,0,-0.08363460211421507
189932,-1.74930927201503,0,-0.46568414429672195
188506,-0.3541455963929439,0,-0.15990791849749644
188028,1.3947215462882598,0,0.33810955945873256
187958,1.37507135367386,0,0.508226132446076
187911,1.17856942752991,0,0.08905085313525993
374759,-0.020092321948219,0,-0.5140510431143279
374640,-0.33449540377854803,0,-0.3901849881111462
189078,-0.570297715151295,0,-0.5901865463318229
283138,-0.7274992560664592,0,0.1666146932198445
187462,-0.0397425145626149,0,0.2006515570322765
283579,-0.0986930924058023,0,0.49518495458963285
284231,0.353261337725296,0,-0.25598379241432007
190472,-0.020092321948219,0,0.11277533058927329
189099,-0.020092321948219,0,-0.017037673396303035
188163,-0.76679964129525,0,-0.05717055694195786
284291,0.4908126860260639,0,-0.3170281337043882
374978,1.17856942752991,0,-0.11198624045757141
187526,0.137109218966945,0,-0.08202477052438881
187464,0.726614997398811,0,0.10584390322840614
187564,-0.3541455963929439,0,-0.2837140112173467
374436,-0.020092321948219,0,-0.37789954467350745
373656,0.648014226941229,0,-0.36504648060617406
375995,0.431862108182878,0,0.22917433454908664
189698,1.11961884968672,0,0.5689859743125572
375962,-0.020092321948219,0,-0.3297234632013656
189040,-0.020092321948219,0,-0.051096764972608476
187556,0.982067501385952,0,0.2363355200513758
284241,-0.511347137308108,0,-0.18907703717234509
375169,-1.37595561234151,0,0.14897141889887316
283655,2.2593300213216603,0,0.021970199379408438
374165,0.038858255894967,0,-0.37333649946194647
189811,0.982067501385952,0,-0.1301921474155218
374531,-1.47420657541349,0,0.1284124308501799
187544,0.667664419555625,0,-0.3606085799314355
2437410,2.5737331031519903,0,-0.5550072789179072
375666,-0.8257502191384358,0,-0.34713516757875384
375815,-0.020092321948219,0,0.07863559348518187
190190,-0.157643670248988,0,-0.1122980423811549
188102,0.942767116157162,0,-0.09863297041780604
187541,0.706964804784415,0,-0.22556338948537563
189637,0.372911530339692,0,0.272323647680773
283849,1.35542116105947,0,-0.17242350311330706
375939,0.687314612170019,0,0.011545016489761183
283600,-0.020092321948219,0,-0.15178390503469216
375661,0.549763263869251,0,-0.03199195797415358
189070,-0.020092321948219,0,0.11605862293143741
373642,1.1982196201443,0,-0.033126224276029896
375957,0.0978088337381531,0,-0.10632804008238653
375838,-3.1444729476371096,0,-1.6226602704570252
188956,0.038858255894967,0,0.39571495954993374
188187,-0.472046752079317,0,-0.3753447844985331
190036,0.15675941158134102,0,0.00555470648918366
375696,0.0192080632805712,0,-0.5561690082743116
319284,-1.39560580495591,0,-0.25046320324880134
188145,0.313960952496504,0,0.22928777594361638
188232,1.3947215462882598,0,-0.19407091581193958
187996,0.274660567267714,0,0.20522010712619923
374678,0.805215767856393,0,0.3260923099394016
375006,0.4122119155684821,0,0.10564539955533199
190130,-1.14015330096877,0,-0.6863478998736712
375845,-0.020092321948219,0,-0.4679342820496727
283727,-1.08120272312558,0,0.53943679335918
188086,0.923116923542766,0,0.46007184475997553
374743,-1.80825984985821,0,0.27517336612269905
373675,0.746265190013207,0,0.07183399101472111
373690,0.687314612170019,0,-0.08916281520517831
376002,-0.33449540377854803,0,-0.23242752253309643
188000,0.0192080632805712,0,0.13158652546974534
283817,0.0585084485093628,0,0.39839276077944996
283109,0.805215767856393,0,0.7103335959905828
283844,-1.25805445665514,0,-0.4034966553679654
189046,0.6283640343268331,0,0.2676300838600217
189115,0.4122119155684821,0,-0.13296042314194334
318175,1.94492693949133,0,1.022949415320814
283177,-1.4152559975703,0,-0.14572895707661462
188101,-0.393445981621735,0,-0.5814268481231436
188250,1.1392690423011202,0,-0.17907019954004885
188549,-0.33449540377854803,0,-0.07844982434447956
190132,-0.020092321948219,0,0.16020983412315815
284015,1.63052385766101,0,0.22401909333883063
190818,-0.020092321948219,0,-0.4740395369882281
189892,0.608713841712437,0,0.5976017402121827
375018,0.4908126860260639,0,0.026798350335342835
375935,0.117459026352549,0,-0.31214919098052607
188876,-0.7471494486808551,0,0.23421369217125382
189804,-1.25805445665514,0,-0.0840381955174591
373694,-2.06371235384536,0,0.36810305158140466
375274,-0.0593927071770107,0,-0.0028831528121586025
188040,-0.9240011822104142,0,-0.24067718157265452
374632,-0.020092321948219,0,0.6244722591432725
188398,-0.157643670248988,0,0.44035119938275213
187973,0.942767116157162,0,0.5225467848273744
190803,1.6698242428898,0,-0.22650496173473142
189008,1.7484250133473798,0,-0.0392064154853669
188974,-1.6314081163286498,0,-0.3686404805956365
308254,0.392561722954086,0,-0.44521833547299394
374374,-0.216594248092174,0,0.7184473066153219
374914,-0.13799347763459302,0,0.18910912036240657
374385,1.57157327981782,1,0.10844115162687493
375335,0.15675941158134102,1,0.11445440746668081
188339,0.765915382627603,1,0.15420038507569264
190191,2.5737331031519903,1,0.13616878735767488
189759,1.06066827184354,1,0.5910736197910216
190000,-0.491696944693713,1,-0.5534848140738364
374694,-1.59210773109986,1,-0.37948306322914155
187736,-1.67070850155745,1,-0.07036500916134864
375810,-0.94365137482481,1,-0.07558976018323851
187671,-1.1598034935831598,1,-0.2621114238255729
189245,-0.17729386286338394,1,0.31326560919519447
375521,0.667664419555625,1,0.06022259230029741
190238,-0.020092321948219,1,0.05336185874843045
190137,1.94492693949133,1,0.4481165203925516
187834,-0.157643670248988,1,0.13881435330395558
2437248,-2.71216871012041,1,0.16594976495014457
187654,-1.39560580495591,1,0.03383029768784596
187665,-0.275544825935362,1,0.0071144386854537205
188764,-0.314845211164152,1,-0.2974963038062083
188742,-3.02657179195074,1,-1.7392311447186268
190158,1.72877482073298,1,0.08126603903421378
189282,2.84883579975353,1,0.3829178270053236
374553,1.08031846445793,1,-0.18084900777022306
374912,0.431862108182878,1,0.35238945273727534
188913,0.0781586411237587,1,0.10396686528674332
187699,-0.000442129333824614,1,-0.04813441501034584
308006,0.51046287864046,1,0.39933901675491545
283230,-0.020092321948219,1,-0.14003732678780004
283110,-0.020092321948219,1,-0.46531638828364047
