id,Prot,kfold,SVR_pred,KNN_pred,KRR_pred,linearSVR_pred,RF_pred,NuSVR_pred,GBDT_pred,XGBoost_pred
189201,0.128816917215845,0,0.18968098687477652,0.4098383943139142,0.3793451415411866,0.4051885174139458,0.19328325269830324,0.21333440321740385,0.18396313118439908,0.08704815
375697,0.49858201866067403,0,-0.451749487259617,-0.4498654665453159,-0.7754437424204069,-0.8137989700064017,-0.1676606909724991,-0.4121036751888948,-0.3787236519064805,-0.23733866
190029,0.49858201866067403,0,0.11912076629844585,-0.15128014712861595,0.1280362612602488,0.099617658303099,0.0919273497874636,0.1456703102491719,0.22255627564692126,0.033394635
188043,2.16252497516241,0,-0.4303578533878712,-0.292715298431263,-0.532917649594701,-0.4692417646971086,-0.19784841414733104,-0.3658413083886751,-0.20139902619416736,0.18058099
189003,-0.0560656335065715,0,0.22625230796320514,0.4847158273564929,0.10797283839825413,0.10247410942198916,0.2357893015204792,0.2468648998823807,0.21590568740380114,0.18870866
187707,0.49858201866067403,0,-0.057229696312606236,0.008643259246273719,-0.3459202842301323,-0.2692920012466111,0.03884055099875257,-0.049550898502347146,0.0018181050640321836,0.11220067
308269,0.22125819257704998,0,0.04853124422409203,0.04007329286908419,-0.10082024625214103,-0.0257743238576306,0.07648756475017368,0.07710781725588614,0.0778386750994879,0.18690771
188979,0.313699467938259,0,0.11578055164866595,0.5309364650370967,0.00809824686952254,-0.0836498052581929,0.10666916940162548,0.1380391247787485,-0.07826481185646382,-0.13918857
188872,0.22125819257704998,0,0.030439410061337775,-0.2085937378525643,0.3630041561876567,0.34015477701027896,0.0463321475737557,0.02566968068085404,0.0575495582426749,0.08825148
374174,0.4061407432994649,0,-0.07929355552729568,-0.2529655500259443,-0.08365778874265573,-0.03886678534310712,-0.12051864886989762,-0.115654462649399,-0.13317793805139372,-0.29749575
317953,-0.703154561035026,0,0.0152622881169475,-0.15220455988222767,-0.0783622027501849,-0.12853019814468006,0.0007416510446915566,0.0006532061881077966,0.11278719882029595,0.28804776
187881,1.14567094618913,0,0.5404826621492234,0.2850426725762846,1.2919351473724063,1.2766592887834258,0.5406484335252059,0.5062779491381098,0.8970754376412472,0.73070806
283767,0.5910232940218829,0,0.6789433206987893,0.5928721195291056,0.5120258829315532,0.5297379070250902,0.5974577311614961,0.6652959823888541,0.8538851560448855,0.8823943999999999
187669,-1.35024348856348,0,-0.3621191275115628,-0.2437214224898233,-0.2495930905657744,-0.3336741614285495,-0.1447744310717785,-0.34679010783887104,-0.23538358170988397,-0.70288604
283158,0.683464569383089,0,-0.057850110962855736,-0.2733026306054095,0.1082100678737774,-0.002816190885957845,0.038869719568323566,-0.023785462124830545,0.22425124754376494,0.13998453
189023,0.22125819257704998,0,0.2560366281974803,0.4542102064872944,0.3082473138937658,0.18367984755576816,0.3464800477002801,0.2846331664770376,0.4099161387507709,0.37523568
375590,-0.8880371117574399,0,-0.33534291825054696,-0.5755856010365585,-0.5746982089225625,-0.5216430395709886,-0.18867936088295406,-0.3230901150924016,-0.1575292726838215,-0.115137205
188757,-0.980478387118648,0,-0.06787368376765479,-0.09489096915827916,-0.030539458810039832,-0.022765413820318145,-0.01888972691425753,-0.06502790806214706,0.06779500164256938,0.093115
190000,0.128816917215845,0,0.31749239692959313,-0.16699516394002129,0.613199504886083,0.4441929143012601,0.21480117435779675,0.30557804504547514,0.3892435455030578,0.11970339999999999
187714,-1.16536093784106,0,0.24042426751072615,0.1611713635922665,0.33676646540273225,0.29390697783012604,0.20173922156285265,0.20609425856409974,0.1033374847559381,-0.05809787
187522,0.22125819257704998,0,0.515551782290474,0.3395830250393971,0.934989284563784,0.9792600073593972,0.29739770580767794,0.4831373825791514,0.5709202564635881,0.5257931
336479,-0.425830734951402,0,-0.2760570035234501,-0.4332260369802992,-0.09739613411611714,0.029983660035983357,-0.09924385197922822,-0.2773534142891506,-0.34688432506817796,0.10509165
188530,-0.8880371117574399,0,-0.7732793902175347,-0.6255038897316105,-0.989184141779326,-1.006614919554477,-0.4872560289265726,-0.6826928117289317,-0.6506010892857562,-0.6774256999999999
190163,1.14567094618913,0,0.3789653436492009,0.7038016499625548,-0.041687635236883125,-0.027223723958211054,0.5574091275914512,0.3824194162872463,0.34475431963586195,0.6602485
188029,-0.333389459590195,0,-0.14261418642563953,-0.0865712543757704,-0.4776972443331289,-0.4357662386594247,-0.021796610959072645,-0.1306971999028659,-0.2237935046542032,-0.23679152
374037,-0.703154561035026,0,-0.4850519285247963,-0.1494313216213916,-0.8980744956739244,-0.8454827906128682,-0.23878618199362295,-0.4383602315030392,-0.35141039050509754,-0.2975011
187958,1.23811222155034,0,0.448934514998486,0.5466514818485019,0.9365990805045,0.9921591477446072,0.3212493966825681,0.44060316187622617,0.5443357340545344,0.48063254
187928,0.4061407432994649,0,-0.1421070317350175,-0.38700539929969496,0.029000316259129025,0.09734262376137844,0.019780861856711345,-0.13987800400515962,0.06705731916556817,0.31876606
283300,0.960788395466712,0,0.2885351321985604,0.1297413299694557,0.6237359303281806,0.6035028860764242,0.15126258098477874,0.25882103102466536,0.3956244405418711,0.39298406
375746,-1.07291966247986,0,-0.7050231385813636,-0.4960861042259199,-0.595514189144609,-0.5999733844209237,-0.528108501862668,-0.7311538077485673,-0.6708553414712743,-0.89038783
189038,-0.7955958363962329,0,0.2474411875402017,0.3081529914165859,0.4870178221131809,0.5566392175710517,0.2250329602557541,0.2551940792450359,0.3975467697295956,0.34870633
375817,0.313699467938259,0,-0.2885705475125385,-0.3269185703149101,-0.06496897287912162,-0.20496817497996048,-0.3288327032066292,-0.3060196487654313,-0.2810300003081514,-0.4036922
